year,level_1,level_2,level_3,level_4,value
2015,Total,Males,Toa Payoh- Total,Sennett,2160
2015,Total,Males,Toa Payoh- Total,Toa Payoh Central,14410
2015,Total,Males,Toa Payoh- Total,Toa Payoh West,6140
2015,Total,Males,Toa Payoh- Total,Woodleigh,1200
2015,Total,Males,Western Water Catchment- Total,Western Water Catchment,400
2015,Total,Males,Woodlands- Total,Midview,17780
2015,Total,Males,Woodlands- Total,North Coast,7450
2015,Total,Males,Woodlands- Total,Woodgrove,17960
2015,Total,Males,Woodlands- Total,Woodlands East,47840
2015,Total,Males,Woodlands- Total,Woodlands South,17970
2015,Total,Males,Woodlands- Total,Woodlands West,16850
2015,Total,Males,Yishun- Total,Khatib,5300
2015,Total,Males,Yishun- Total,Lower Seletar,1410
2015,Total,Males,Yishun- Total,Nee Soon,440
2015,Total,Males,Yishun- Total,Northland,15130
2015,Total,Males,Yishun- Total,Springleaf,1930
2015,Total,Males,Yishun- Total,Yishun Central,740
2015,Total,Males,Yishun- Total,Yishun East,27190
2015,Total,Males,Yishun- Total,Yishun South,19050
2015,Total,Males,Yishun- Total,Yishun West,28790
2015,Total,Females,Ang Mo Kio- Total,Ang Mo Kio Town Centre,2640
2015,Total,Females,Ang Mo Kio- Total,Cheng San,15370
2015,Total,Females,Ang Mo Kio- Total,Chong Boon,14310
2015,Total,Females,Ang Mo Kio- Total,Kebun Bahru,12460
2015,Total,Females,Ang Mo Kio- Total,Sembawang Hills,3650
2015,Total,Females,Ang Mo Kio- Total,Shangri-La,9410
2015,Total,Females,Ang Mo Kio- Total,Tagore,4360
2015,Total,Females,Ang Mo Kio- Total,Townsville,12470
2015,Total,Females,Ang Mo Kio- Total,Yio Chu Kang East,2060
2015,Total,Females,Ang Mo Kio- Total,Yio Chu Kang West,13800
2015,Total,Females,Bedok- Total,Bayshore,3900
2015,Total,Females,Bedok- Total,Bedok North,43940
2015,Total,Females,Bedok- Total,Bedok Reservoir,12980
2015,Total,Females,Bedok- Total,Bedok South,26180
2015,Total,Females,Bedok- Total,Frankel,17650
2015,Total,Females,Bedok- Total,Kaki Bukit,20600
2015,Total,Females,Bedok- Total,Kembangan,19570
2015,Total,Females,Bedok- Total,Siglap,3720
2015,Total,Females,Bishan- Total,Bishan East,15060
2015,Total,Females,Bishan- Total,Marymount,15880
2015,Total,Females,Bishan- Total,Upper Thomson,15640
2015,Total,Females,Bukit Batok- Total,Bukit Batok Central,13280
2015,Total,Females,Bukit Batok- Total,Bukit Batok East,7290
2015,Total,Females,Bukit Batok- Total,Bukit Batok South,7080
2015,Total,Females,Bukit Batok- Total,Bukit Batok West,7730
2015,Total,Females,Bukit Batok- Total,Gombak,4980
2015,Total,Females,Bukit Batok- Total,Guilin,6740
2015,Total,Females,Bukit Batok- Total,Hillview,9430
2015,Total,Females,Bukit Batok- Total,Hong Kah North,14080
2015,Total,Females,Bukit Merah- Total,Alexandra Hill,7930
2015,Total,Females,Bukit Merah- Total,Alexandra North,550
2015,Total,Females,Bukit Merah- Total,Bukit Ho Swee,8310
2015,Total,Females,Bukit Merah- Total,Bukit Merah,610
2015,Total,Females,Bukit Merah- Total,Depot Road,2720
2015,Total,Females,Bukit Merah- Total,Everton Park,4750
2015,Total,Females,Bukit Merah- Total,Henderson Hill,6500
2015,Total,Females,Bukit Merah- Total,Kampong Tiong Bahru,5240
2015,Total,Females,Bukit Merah- Total,Maritime Square,1340
2015,Total,Females,Bukit Merah- Total,Redhill,6320
2015,Total,Females,Bukit Merah- Total,Telok Blangah Drive,8350
2015,Total,Females,Bukit Merah- Total,Telok Blangah Rise,7180
2015,Total,Females,Bukit Merah- Total,Telok Blangah Way,5340
2015,Total,Females,Bukit Merah- Total,Tiong Bahru,6490
2015,Total,Females,Bukit Merah- Total,Tiong Bahru Station,8740
2015,Total,Females,Bukit Panjang- Total,Bangkit,11900
2015,Total,Females,Bukit Panjang- Total,Dairy Farm,2770
2015,Total,Females,Bukit Panjang- Total,Fajar,13380
2015,Total,Females,Bukit Panjang- Total,Jelebu,16810
2015,Total,Females,Bukit Panjang- Total,Nature Reserve,2050
2015,Total,Females,Bukit Panjang- Total,Saujana,12820
2015,Total,Females,Bukit Panjang- Total,Senja,10140
2015,Total,Females,Bukit Timah- Total,Anak Bukit,11460
2015,Total,Females,Bukit Timah- Total,Coronation Road,3330
2015,Total,Females,Bukit Timah- Total,Farrer Court,2490
2015,Total,Females,Bukit Timah- Total,Hillcrest,4870
2015,Total,Females,Bukit Timah- Total,Holland Road,5730
2015,Total,Females,Bukit Timah- Total,Leedon Park,3380
2015,Total,Females,Bukit Timah- Total,Swiss Club,2970
2015,Total,Females,Bukit Timah- Total,Ulu Pandan,5590
2015,Total,Females,Changi- Total,Changi Point,370
2015,Total,Females,Changi- Total,Changi West,860
2015,Total,Females,Choa Chu Kang- Total,Choa Chu Kang Central,10800
2015,Total,Females,Choa Chu Kang- Total,Choa Chu Kang North,17380
2015,Total,Females,Choa Chu Kang- Total,Keat Hong,7800
2015,Total,Females,Choa Chu Kang- Total,Peng Siang,15980
2015,Total,Females,Choa Chu Kang- Total,Teck Whye,13450
2015,Total,Females,Choa Chu Kang- Total,Yew Tee,21930
2015,Total,Females,Clementi- Total,Clementi Central,7020
2015,Total,Females,Clementi- Total,Clementi North,15260
2015,Total,Females,Clementi- Total,Clementi West,8400
2015,Total,Females,Clementi- Total,Clementi Woods,8510
2015,Total,Females,Clementi- Total,Faber,2220
2015,Total,Females,Clementi- Total,Sunset Way,3370
2015,Total,Females,Clementi- Total,West Coast,2960
2015,Total,Females,Downtown Core- Total,Bugis,1220
2015,Total,Females,Downtown Core- Total,Cecil,70
2015,Total,Females,Downtown Core- Total,Central Subzone,250
2015,Total,Females,Downtown Core- Total,Tanjong Pagar,240
2015,Total,Females,Geylang- Total,Aljunied,20930
2015,Total,Females,Geylang- Total,Geylang East,17070
2015,Total,Females,Geylang- Total,Kampong Ubi,6550
2015,Total,Females,Geylang- Total,Macpherson,14320
2015,Total,Females,Hougang- Total,Hougang Central,2400
2015,Total,Females,Hougang- Total,Hougang East,11170
2015,Total,Females,Hougang- Total,Hougang West,25340
2015,Total,Females,Hougang- Total,Kangkar,13200
2015,Total,Females,Hougang- Total,Kovan,13170
2015,Total,Females,Hougang- Total,Lorong Ah Soo,17870
2015,Total,Females,Hougang- Total,Tai Seng,7580
2015,Total,Females,Hougang- Total,Trafalgar,22030
2015,Total,Females,Jurong East- Total,Lakeside,500
2015,Total,Females,Jurong East- Total,Teban Gardens,9510
2015,Total,Females,Jurong East- Total,Toh Guan,8270
2015,Total,Females,Jurong East- Total,Yuhua East,13960
2015,Total,Females,Jurong East- Total,Yuhua West,10450
2015,Total,Females,Jurong West- Total,Boon Lay Place,15160
2015,Total,Females,Jurong West- Total,Hong Kah,28490
2015,Total,Females,Jurong West- Total,Jurong West Central,33920
2015,Total,Females,Jurong West- Total,Taman Jurong,18430
2015,Total,Females,Jurong West- Total,Wenya,4210
2015,Total,Females,Jurong West- Total,Yunnan,34880
2015,Total,Females,Kallang- Total,Bendemeer,17280
2015,Total,Females,Kallang- Total,Boon Keng,5630
2015,Total,Females,Kallang- Total,Crawford,4360
2015,Total,Females,Kallang- Total,Geylang Bahru,6430
2015,Total,Females,Kallang- Total,Kampong Bugis,440
2015,Total,Females,Kallang- Total,Kampong Java,5720
2015,Total,Females,Kallang- Total,Lavender,4920
2015,Total,Females,Kallang- Total,Tanjong Rhu,6020
2015,Total,Females,Mandai- Total,Mandai Estate,1120
2015,Total,Females,Marine Parade- Total,Katong,4990
2015,Total,Females,Marine Parade- Total,Marine Parade,15400
2015,Total,Females,Marine Parade- Total,Mountbatten,5380
2015,Total,Females,Museum- Total,Dhoby Ghaut,110
2015,Total,Females,Museum- Total,Fort Canning,80
2015,Total,Females,Newton- Total,Cairnhill,1770
2015,Total,Females,Newton- Total,Goodwood Park,490
2015,Total,Females,Newton- Total,Monk's Hill,510
2015,Total,Females,Newton- Total,Newton Circus,110
2015,Total,Females,Newton- Total,Orange Grove,780
2015,Total,Females,Novena- Total,Balestier,16640
2015,Total,Females,Novena- Total,Dunearn,2110
2015,Total,Females,Novena- Total,Malcolm,1440
2015,Total,Females,Novena- Total,Moulmein,4310
2015,Total,Females,Novena- Total,Mount Pleasant,330
2015,Total,Females,Orchard- Total,Boulevard,210
2015,Total,Females,Orchard- Total,Somerset,70
2015,Total,Females,Orchard- Total,Tanglin,220
2015,Total,Females,Outram- Total,China Square,830
2015,Total,Females,Outram- Total,Chinatown,6150
2015,Total,Females,Outram- Total,Pearl's Hill,3800
2015,Total,Females,Outram- Total,People's Park,200
2015,Total,Females,Pasir Ris- Total,Flora Drive,6610
2015,Total,Females,Pasir Ris- Total,Loyang East,1120
2015,Total,Females,Pasir Ris- Total,Loyang West,110
2015,Total,Females,Pasir Ris- Total,Pasir Ris Central,13030
2015,Total,Females,Pasir Ris- Total,Pasir Ris Drive,29970
2015,Total,Females,Pasir Ris- Total,Pasir Ris Park,1520
2015,Total,Females,Pasir Ris- Total,Pasir Ris West,18390
2015,Total,Females,Punggol- Total,Matilda,15480
2015,Total,Females,Punggol- Total,Northshore,140
2015,Total,Females,Punggol- Total,Punggol Field,21990
2015,Total,Females,Punggol- Total,Punggol Town Centre,3790
2015,Total,Females,Punggol- Total,Waterway East,14260
2015,Total,Females,Queenstown- Total,Commonwealth,4300
2015,Total,Females,Queenstown- Total,Dover,6850
2015,Total,Females,Queenstown- Total,Ghim Moh,6320
2015,Total,Females,Queenstown- Total,Holland Drive,7710
2015,Total,Females,Queenstown- Total,Kent Ridge,560
2015,Total,Females,Queenstown- Total,Margaret Drive,5540
2015,Total,Females,Queenstown- Total,Mei Chin,8820
2015,Total,Females,Queenstown- Total,National University of S'pore,260
2015,Total,Females,Queenstown- Total,One North,320
2015,Total,Females,Queenstown- Total,Pasir Panjang 1,2090
2015,Total,Females,Queenstown- Total,Pasir Panjang 2,1810
2015,Total,Females,Queenstown- Total,Port,70
2015,Total,Females,Queenstown- Total,Queensway,140
2015,Total,Females,Queenstown- Total,Singapore Polytechnic,80
2015,Total,Females,Queenstown- Total,Tanglin Halt,6960
2015,Total,Females,River Valley- Total,Institution Hill,1780
2015,Total,Females,River Valley- Total,Leonie Hill,1320
2015,Total,Females,River Valley- Total,One Tree Hill,1010
2015,Total,Females,River Valley- Total,Oxley,740
2015,Total,Females,River Valley- Total,Paterson,80
2015,Total,Females,Rochor- Total,Bencoolen,760
2015,Total,Females,Rochor- Total,Farrer Park,1500
2015,Total,Females,Rochor- Total,Kampong Glam,60
2015,Total,Females,Rochor- Total,Little India,1820
2015,Total,Females,Rochor- Total,Mackenzie,50
2015,Total,Females,Rochor- Total,Mount Emily,580
2015,Total,Females,Rochor- Total,Selegie,130
2015,Total,Females,Rochor- Total,Sungei Road,1190
2015,Total,Females,Rochor- Total,Victoria,1090
2015,Total,Females,Seletar- Total,Seletar,130
2015,Total,Females,Sembawang- Total,Admiralty,7280
2015,Total,Females,Sembawang- Total,Sembawang Central,14800
2015,Total,Females,Sembawang- Total,Sembawang North,13470
2015,Total,Females,Sembawang- Total,Sembawang Springs,2200
2015,Total,Females,Sembawang- Total,Sembawang Straits,820
2015,Total,Females,Sengkang- Total,Anchorvale,19360
2015,Total,Females,Sengkang- Total,Compassvale,9470
2015,Total,Females,Sengkang- Total,Fernvale,18030
2015,Total,Females,Sengkang- Total,Rivervale,30270
2015,Total,Females,Sengkang- Total,Sengkang Town Centre,27750
2015,Total,Females,Serangoon- Total,Lorong Chuan,4380
2015,Total,Females,Serangoon- Total,Seletar Hills,6870
2015,Total,Females,Serangoon- Total,Serangoon Central,13820
2015,Total,Females,Serangoon- Total,Serangoon Garden,20420
2015,Total,Females,Serangoon- Total,Serangoon North,8830
2015,Total,Females,Serangoon- Total,Upper Paya Lebar,7960
2015,Total,Females,Singapore River- Total,Boat Quay,80
2015,Total,Females,Singapore River- Total,Clarke Quay,50
2015,Total,Females,Singapore River- Total,Robertson Quay,1290
2015,Total,Females,Southern Islands- Total,Sentosa,760
2015,Total,Females,Sungei Kadut- Total,Gali Batu,80
2015,Total,Females,Sungei Kadut- Total,Turf Club,330
2015,Total,Females,Tampines- Total,Simei,21990
2015,Total,Females,Tampines- Total,Tampines East,70600
2015,Total,Females,Tampines- Total,Tampines West,39500
2015,Total,Females,Tampines- Total,Xilin,950
2015,Total,Females,Tanglin- Total,Chatsworth,3100
2015,Total,Females,Tanglin- Total,Nassim,4510
2015,Total,Females,Tanglin- Total,Ridout,760
2015,Total,Females,Tanglin- Total,Tyersall,1860
2015,Total,Females,Toa Payoh- Total,Boon Teck,7770
2015,Total,Females,Toa Payoh- Total,Braddell,5610
2015,Total,Females,Toa Payoh- Total,Joo Seng,3360
2015,Total,Females,Toa Payoh- Total,Kim Keat,4430
2015,Total,Females,Toa Payoh- Total,Lorong 8 Toa Payoh,4250
2015,Total,Females,Toa Payoh- Total,Pei Chun,6120
2015,Total,Females,Toa Payoh- Total,Potong Pasir,6400
2015,Total,Females,Toa Payoh- Total,Sennett,2380
2015,Total,Females,Toa Payoh- Total,Toa Payoh Central,16340
2015,Total,Females,Toa Payoh- Total,Toa Payoh West,7220
2015,Total,Females,Toa Payoh- Total,Woodleigh,1240
2015,Total,Females,Western Water Catchment- Total,Western Water Catchment,500
2015,Total,Females,Woodlands- Total,Midview,17730
2015,Total,Females,Woodlands- Total,North Coast,7160
2015,Total,Females,Woodlands- Total,Woodgrove,17880
2015,Total,Females,Woodlands- Total,Woodlands East,47660
2015,Total,Females,Woodlands- Total,Woodlands South,17860
2015,Total,Females,Woodlands- Total,Woodlands West,16040
2015,Total,Females,Yishun- Total,Khatib,5550
2015,Total,Females,Yishun- Total,Lower Seletar,1450
2015,Total,Females,Yishun- Total,Nee Soon,470
2015,Total,Females,Yishun- Total,Northland,15260
2015,Total,Females,Yishun- Total,Springleaf,1940
2015,Total,Females,Yishun- Total,Yishun Central,750
2015,Total,Females,Yishun- Total,Yishun East,27690
2015,Total,Females,Yishun- Total,Yishun South,19790
2015,Total,Females,Yishun- Total,Yishun West,29090
2015,Chinese,Total,Ang Mo Kio- Total,Ang Mo Kio Town Centre,4260
2015,Chinese,Total,Ang Mo Kio- Total,Cheng San,24660
2015,Chinese,Total,Ang Mo Kio- Total,Chong Boon,22910
2015,Chinese,Total,Ang Mo Kio- Total,Kebun Bahru,19210
2015,Chinese,Total,Ang Mo Kio- Total,Sembawang Hills,6080
2015,Chinese,Total,Ang Mo Kio- Total,Shangri-La,13900
2015,Chinese,Total,Ang Mo Kio- Total,Tagore,7440
2015,Chinese,Total,Ang Mo Kio- Total,Townsville,19630
2015,Chinese,Total,Ang Mo Kio- Total,Yio Chu Kang East,3620
2015,Chinese,Total,Ang Mo Kio- Total,Yio Chu Kang West,21540
2015,Chinese,Total,Bedok- Total,Bayshore,5240
2015,Chinese,Total,Bedok- Total,Bedok North,59870
2015,Chinese,Total,Bedok- Total,Bedok Reservoir,18900
2015,Chinese,Total,Bedok- Total,Bedok South,39110
2015,Chinese,Total,Bedok- Total,Frankel,27430
2015,Chinese,Total,Bedok- Total,Kaki Bukit,26180
2015,Chinese,Total,Bedok- Total,Kembangan,27170
2015,Chinese,Total,Bedok- Total,Siglap,4980
2015,Chinese,Total,Bishan- Total,Bishan East,24020
2015,Chinese,Total,Bishan- Total,Marymount,27090
2015,Chinese,Total,Bishan- Total,Upper Thomson,26100
2015,Chinese,Total,Bukit Batok- Total,Bukit Batok Central,19820
2015,Chinese,Total,Bukit Batok- Total,Bukit Batok East,9330
2015,Chinese,Total,Bukit Batok- Total,Bukit Batok South,10460
2015,Chinese,Total,Bukit Batok- Total,Bukit Batok West,10750
2015,Chinese,Total,Bukit Batok- Total,Gombak,8350
2015,Chinese,Total,Bukit Batok- Total,Guilin,9310
2015,Chinese,Total,Bukit Batok- Total,Hillview,15750
2015,Chinese,Total,Bukit Batok- Total,Hong Kah North,18320
2015,Chinese,Total,Bukit Merah- Total,Alexandra Hill,11330
2015,Chinese,Total,Bukit Merah- Total,Alexandra North,750
2015,Chinese,Total,Bukit Merah- Total,Bukit Ho Swee,13050
2015,Chinese,Total,Bukit Merah- Total,Bukit Merah,1010
2015,Chinese,Total,Bukit Merah- Total,Depot Road,4310
2015,Chinese,Total,Bukit Merah- Total,Everton Park,6910
2015,Chinese,Total,Bukit Merah- Total,Henderson Hill,9160
2015,Chinese,Total,Bukit Merah- Total,Kampong Tiong Bahru,8060
2015,Chinese,Total,Bukit Merah- Total,Maritime Square,1800
2015,Chinese,Total,Bukit Merah- Total,Redhill,9870
2015,Chinese,Total,Bukit Merah- Total,Telok Blangah Drive,12540
2015,Chinese,Total,Bukit Merah- Total,Telok Blangah Rise,11180
2015,Chinese,Total,Bukit Merah- Total,Telok Blangah Way,8050
2015,Chinese,Total,Bukit Merah- Total,Tiong Bahru,10800
2015,Chinese,Total,Bukit Merah- Total,Tiong Bahru Station,13780
2015,Chinese,Total,Bukit Panjang- Total,Bangkit,17760
2015,Chinese,Total,Bukit Panjang- Total,Dairy Farm,4660
2015,Chinese,Total,Bukit Panjang- Total,Fajar,18690
2015,Chinese,Total,Bukit Panjang- Total,Jelebu,25900
2015,Chinese,Total,Bukit Panjang- Total,Nature Reserve,3190
2015,Chinese,Total,Bukit Panjang- Total,Saujana,18280
2015,Chinese,Total,Bukit Panjang- Total,Senja,14800
2015,Chinese,Total,Bukit Timah- Total,Anak Bukit,20090
2015,Chinese,Total,Bukit Timah- Total,Coronation Road,5380
2015,Chinese,Total,Bukit Timah- Total,Farrer Court,3980
2015,Chinese,Total,Bukit Timah- Total,Hillcrest,7330
2015,Chinese,Total,Bukit Timah- Total,Holland Road,8780
2015,Chinese,Total,Bukit Timah- Total,Leedon Park,4850
2015,Chinese,Total,Bukit Timah- Total,Swiss Club,4650
2015,Chinese,Total,Bukit Timah- Total,Ulu Pandan,9100
2015,Chinese,Total,Changi- Total,Changi Point,430
2015,Chinese,Total,Changi- Total,Changi West,770
2015,Chinese,Total,Choa Chu Kang- Total,Choa Chu Kang Central,16070
2015,Chinese,Total,Choa Chu Kang- Total,Choa Chu Kang North,24610
2015,Chinese,Total,Choa Chu Kang- Total,Keat Hong,11090
2015,Chinese,Total,Choa Chu Kang- Total,Peng Siang,21850
2015,Chinese,Total,Choa Chu Kang- Total,Teck Whye,17420
2015,Chinese,Total,Choa Chu Kang- Total,Yew Tee,32400
2015,Chinese,Total,Clementi- Total,Clementi Central,10480
2015,Chinese,Total,Clementi- Total,Clementi North,22400
2015,Chinese,Total,Clementi- Total,Clementi West,11310
2015,Chinese,Total,Clementi- Total,Clementi Woods,12220
2015,Chinese,Total,Clementi- Total,Faber,3750
2015,Chinese,Total,Clementi- Total,Sunset Way,5220
2015,Chinese,Total,Clementi- Total,West Coast,5290
2015,Chinese,Total,Downtown Core- Total,Bugis,2100
2015,Chinese,Total,Downtown Core- Total,Cecil,90
2015,Chinese,Total,Downtown Core- Total,Central Subzone,300
2015,Chinese,Total,Downtown Core- Total,Tanjong Pagar,320
2015,Chinese,Total,Geylang- Total,Aljunied,34510
2015,Chinese,Total,Geylang- Total,Geylang East,23950
2015,Chinese,Total,Geylang- Total,Kampong Ubi,8800
2015,Chinese,Total,Geylang- Total,Macpherson,20770
2015,Chinese,Total,Hougang- Total,Hougang Central,4180
2015,Chinese,Total,Hougang- Total,Hougang East,17910
2015,Chinese,Total,Hougang- Total,Hougang West,40270
2015,Chinese,Total,Hougang- Total,Kangkar,21600
2015,Chinese,Total,Hougang- Total,Kovan,22950
2015,Chinese,Total,Hougang- Total,Lorong Ah Soo,28370
2015,Chinese,Total,Hougang- Total,Tai Seng,11980
2015,Chinese,Total,Hougang- Total,Trafalgar,34420
2015,Chinese,Total,Jurong East- Total,Lakeside,860
2015,Chinese,Total,Jurong East- Total,Teban Gardens,11810
2015,Chinese,Total,Jurong East- Total,Toh Guan,12480
2015,Chinese,Total,Jurong East- Total,Yuhua East,20160
2015,Chinese,Total,Jurong East- Total,Yuhua West,14770
2015,Chinese,Total,Jurong West- Total,Boon Lay Place,19900
2015,Chinese,Total,Jurong West- Total,Hong Kah,38920
2015,Chinese,Total,Jurong West- Total,Jurong West Central,51820
2015,Chinese,Total,Jurong West- Total,Taman Jurong,25860
2015,Chinese,Total,Jurong West- Total,Wenya,5820
2015,Chinese,Total,Jurong West- Total,Yunnan,47880
2015,Chinese,Total,Kallang- Total,Bendemeer,27280
2015,Chinese,Total,Kallang- Total,Boon Keng,8680
2015,Chinese,Total,Kallang- Total,Crawford,6590
2015,Chinese,Total,Kallang- Total,Geylang Bahru,9560
2015,Chinese,Total,Kallang- Total,Kampong Bugis,730
2015,Chinese,Total,Kallang- Total,Kampong Java,8770
2015,Chinese,Total,Kallang- Total,Lavender,7240
2015,Chinese,Total,Kallang- Total,Tanjong Rhu,6930
2015,Chinese,Total,Mandai- Total,Mandai Estate,1710
2015,Chinese,Total,Marine Parade- Total,Katong,8270
2015,Chinese,Total,Marine Parade- Total,Marine Parade,21270
2015,Chinese,Total,Marine Parade- Total,Mountbatten,7090
2015,Chinese,Total,Museum- Total,Dhoby Ghaut,150
2015,Chinese,Total,Museum- Total,Fort Canning,70
